respid,stack,reptype,dummytype,zip,lengthres,age,employment,profession,income,education,gender,partyid,partystrength,polint,news,turnout,votereg,voteconst,parseats,parcorrect,turnoutbrexit,brexit,westseats,westcorrect,idconst,idregiol1,idregiol2,idwest,constparty,constmeet,constrank,consthelp,constpork,constlegislate,constsurgery,constnews,constpint,reg1party,reg1meet,reg1rank,reg1help,reg1pork,reg1legislate,reg1surgery,reg1news,reg1pint,reg2party,reg2meet,reg2rank,reg2help,reg2pork,reg2legislate,reg2surgery,reg2news,reg2pint,westparty,westmeet,westrank,westhelp,westpork,westlegislate,westsurgery,westnews,westpint,scotid,britdecide,eubenefit,repstack,constrep,constrep_ptystr,arearep1,arearep2,areaparty1,areaparty2,westrep,westpartystr,nonwest1,condition,educat,scotid2,educat2,educat3,corrpolknow,shpty_const_str,shpty_reg1_str,shpty_reg2_str,id_members,constmeet_DK,constrank_DK,consthelp_DK,constpork_DK,constlegislate_DK,constsurgery_DK,constnews_DK,constpint_DK,reg1meet_DK,reg1rank_DK,reg1help_DK,reg1pork_DK,reg1legislate_DK,reg1surgery_DK,reg1news_DK,constpint_DK,reg1pint_DK,reg2pint_DK,reg2meet_DK,reg2rank_DK,reg2help_DK,reg2pork_DK,reg2legislate_DK,reg2surgery_DK,reg2news_DK,reg2pint_DK,westmeet_DK,westrank_DK,westhelp_DK,westpork_DK,westlegislate_DK,westsurgery_DK,westnews_DK,westpint_DK,reg1_PM,reg2_PM,const_PM,MSPID_const,MSPID_reg1,MSPID_reg2,gov_const,gov_reg1,gov_reg2,term_const,term_reg1,term_reg2,marg_reg1,marg_reg2,surgery_const,surgery_reg1,surgery_reg2,surgexstack,stan_mo_const,stan_mo_reg1,stan_mo_reg2,bus_mo_const,bus_mo_reg1,bus_mo_reg2,com_mo_const,com_mo_reg1,com_mo_reg2,deb_mo_const,deb_mo_reg1,deb_mo_reg2,am_mo_const,am_mo_reg1,am_mo_reg2,mo_to_const,mo_to_reg1,mo_to_reg2,ques_to_const,ques_to_reg1,ques_to_reg2,mar_const,prev_elec_const,prev_elec_reg1,prev_elec_reg2,reg1_gender,reg2_gender,const_gender,west_gender,shpty_reg_st,meet_reg_st,rank_reg_st,help_reg_st,pork_reg_st,leg_reg_st,surg_reg_st,news_reg_st,pint_reg_st,PM_reg_st,MSPID_reg_st,gov_reg_st,term_reg_st,marg_reg_st,surgex_reg_st,stan_mo_reg_st,bus_mo_reg_st,com_mo_reg_st,ques_to_reg_st,prev_elec_reg_st,gender_reg_st,meet_reg_DK_st,rank_reg_DK_st,help_reg_DK_st,pork_reg_DK_st,leg_reg_DK_st,surg_reg_DK_st,news_reg_DK_st,pint_reg_DK_st,shpty_DIFF,meet_DIFF,rank_DIFF,help_DIFF,pork_DIFF,leg_DIFF,surg_DIFF,new_DIFF,pint_DIFF,meet_DIFFDK,rank_DIFFDK,help_DIFFDK,pork_DIFFDK,leg_DIFFDK,surg_DIFFDK,new_DIFFDK,pint_DIFFSK,college,const_code,region_code,shpty_stfc,meet_stfc,rank_stfc,help_stfc,pork_stfc,leg_stfc,surg_stfc,news_stfc,pint_stfc,PM_stfc,MSPID_stfc,gov_stfc,term_stfc,marg_stfc,surgex_stfc,stan__mo_stfc,bus_mo_stfc,com_mo_stfc,ques_to_stfc,prev_elec_stfc,gender_stfc,meet_DK_stfc,rank_DK_stfc,help_DK_stfc,pork_DK_stfc,leg_DK_stfc,surg_DK_stfc,news_DK_stfc,pint_DK_stfc,region,year_FM,constituencycode_FM,constituency,constituency_code,questions_FM,member_FM,standard_FM,mem_business_FM,com_motion_FM,bill_motion_FM,totalrebel_FM,bill_FM,mpsid2,total_sur_ex_FM,max_surgerg_FM,parl_4_dum,surg_ex2_FM,questions_ALL,standard_ALL,mem_business_ALL,com_motion_ALL,bill_ALL,surg_ALL,partystack,pintstack,rankstack,helpstack,porkstack,legstack,surgstack,newstack,meetstack
854,0,const,1,G744AR,3,62,"Working full-time, employee (30+ hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",8,No educatiol qualification,0,Scottish tiol,2,2,4,1,SNP,SNP,SNP,1,0,.,Conservative,1,1,0,0,0,1,0,3,3,3,3,0,0,3,0,0,2,3,2,3,0,0,2,0,0,2,2,2,2,0,0,2,1,0,2,2,2,2,0,0,2,3,1,1,Linda Fabiani,Linda Fabiani,Scottish tiol,Mark Griffin,Alison Harris,Labour,Conservative,Lisa Cameron,Scottish tiol,Paul Moghan,inout,0,3,0,0,2,2,2,0,1,0,3,3,3,3,0,0,3,0,2,3,2,3,0,0,3,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,1,0,0,1814,5042,5781,0,0,0,4,1,0,0.087,0.114,300,0,0,300,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,19,86,4,0.317046406,0,1,0,0,1,1,0,2,0,2,3,2,3,0,0,2,1,5042,0,1,0.087,0,0,0,0,86,1,0,0,2,3,2,3,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1104,1100,2,0,3,3,3,3,0,0,3,0,1814,0,4,0.317046404,300,0,0,0,19,0,1,0,3,3,3,3,0,0,3,0,2011,1104,East Kilbride,1104,96,"Fabiani, Linda",78,14,0,0,0,0,1814,4785.17,6633,1,6135.17,115,78,14,0,0,6435.169922,1,3,3,3,3,3,0,0,0
854,1,reg1,0,G744AR,3,62,"Working full-time, employee (30+ hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",8,No educatiol qualification,0,Scottish tiol,2,2,4,1,SNP,SNP,SNP,1,0,.,Conservative,1,1,0,0,0,1,0,3,3,3,3,0,0,3,0,0,2,3,2,3,0,0,2,0,0,2,2,2,2,0,0,2,1,0,2,2,2,2,0,0,2,3,1,1,Mark Griffin,Linda Fabiani,Scottish tiol,Mark Griffin,Alison Harris,Labour,Conservative,Lisa Cameron,Scottish tiol,Paul Moghan,inout,0,3,0,0,2,2,2,0,1,0,3,3,3,3,0,0,3,0,2,3,2,3,0,0,3,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,1,0,0,1814,5042,5781,0,0,0,4,1,0,0.087,0.114,300,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,19,86,4,0.317046406,0,1,0,0,1,1,0,0,0,2,2,2,2,0,0,2,0,5781,0,0,0.114,0,5,0,0,4,0,1,0,2,2,2,2,0,0,2,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1104,1100,2,0,2,3,2,3,0,0,2,1,5042,0,1,0.086999997,0,0,0,0,86,1,0,0,2,3,2,3,0,0,2,1,2011,1100,Central Scotland,1100,135,"Griffin, Mark",19,0,0,0,1,1,5042,5485.69,6633,1,7224.69,221,19,0,0,2,7224.689941,0,2,2,3,2,3,0,0,0
854,2,reg2,0,G744AR,3,62,"Working full-time, employee (30+ hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",8,No educatiol qualification,0,Scottish tiol,2,2,4,1,SNP,SNP,SNP,1,0,.,Conservative,1,1,0,0,0,1,0,3,3,3,3,0,0,3,0,0,2,3,2,3,0,0,2,0,0,2,2,2,2,0,0,2,1,0,2,2,2,2,0,0,2,3,1,1,Alison Harris,Linda Fabiani,Scottish tiol,Mark Griffin,Alison Harris,Labour,Conservative,Lisa Cameron,Scottish tiol,Paul Moghan,inout,0,3,0,0,2,2,2,0,1,0,3,3,3,3,0,0,3,0,2,3,2,3,0,0,3,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,1,0,0,1814,5042,5781,0,0,0,4,1,0,0.087,0.114,300,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,19,86,4,0.317046406,0,1,0,0,1,1,0,2,0,2,3,2,3,0,0,2,1,5042,0,1,0.087,0,0,0,0,86,1,0,0,2,3,2,3,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1104,1100,0,0,2,2,2,2,0,0,2,0,5781,0,0,0.114,0,5,0,0,4,0,1,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,4,5,0,0,0,0,0,2,2,2,2,2,0,0,0
855,0,const,1,G759EE,3,62,"Working part-time, employee (8-29 hours)","Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,2,1,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,0,1,1,0,2,3,3,3,0,0,1,0,0,2,3,2,3,0,0,1,0,0,3,3,3,2,0,0,1,1,0,3,4,3,3,0,0,1,4,1,1,Linda Fabiani,Linda Fabiani,Scottish tiol,Margaret Mitchell,Elaine Smith,Conservative,Labour,Lisa Cameron,Scottish tiol,talie McGarry,inout,8,4,2,0,2,3,3,0,2,0,2,3,3,3,0,0,1,0,2,3,2,3,0,0,1,1,1,0,3,3,3,2,0,0,1,0,3,4,3,3,0,0,1,0,0,0,1814,3061,1769,0,0,0,4,3,0,0.114,0.087,300,0,0,300,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,4,19,5,45,0.317046406,0,1,0,1,1,1,0,3,0,2,3,2,3,0,0,1,0,3061,0,3,0.114,0,0,2,0,5,1,1,0,2,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1104,1100,3,0,2,3,3,3,0,0,1,0,1814,0,4,0.317046404,300,0,0,0,19,0,1,0,2,3,3,3,0,0,1,0,2011,1104,East Kilbride,1104,96,"Fabiani, Linda",78,14,0,0,0,0,1814,4785.17,6633,1,6135.17,115,78,14,0,0,6435.169922,1,1,2,3,3,3,0,0,0
855,1,reg1,0,G759EE,3,62,"Working part-time, employee (8-29 hours)","Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,2,1,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,0,1,1,0,2,3,3,3,0,0,1,0,0,2,3,2,3,0,0,1,0,0,3,3,3,2,0,0,1,1,0,3,4,3,3,0,0,1,4,1,1,Margaret Mitchell,Linda Fabiani,Scottish tiol,Margaret Mitchell,Elaine Smith,Conservative,Labour,Lisa Cameron,Scottish tiol,talie McGarry,inout,8,4,2,0,2,3,3,0,2,0,2,3,3,3,0,0,1,0,2,3,2,3,0,0,1,1,1,0,3,3,3,2,0,0,1,0,3,4,3,3,0,0,1,0,0,0,1814,3061,1769,0,0,0,4,3,0,0.114,0.087,300,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,4,19,5,45,0.317046406,0,1,0,1,1,1,0,0,0,3,3,3,2,0,0,1,0,1769,0,0,0.087,0,0,2,0,45,0,1,0,3,3,3,2,0,0,1,3,0,-1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,1104,1100,3,0,2,3,2,3,0,0,1,0,3061,0,3,0.114,0,0,2,0,5,1,1,0,2,3,2,3,0,0,1,1,2011,1100,Central Scotland,1100,84,"Mitchell, Margaret",126,7,0,0,9,1,3061,7907.01,6633,1,9175.41,89,126,9,0,1,9175.410156,0,1,2,3,2,3,0,0,0
855,2,reg2,0,G759EE,3,62,"Working part-time, employee (8-29 hours)","Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,2,1,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,0,1,1,0,2,3,3,3,0,0,1,0,0,2,3,2,3,0,0,1,0,0,3,3,3,2,0,0,1,1,0,3,4,3,3,0,0,1,4,1,1,Elaine Smith,Linda Fabiani,Scottish tiol,Margaret Mitchell,Elaine Smith,Conservative,Labour,Lisa Cameron,Scottish tiol,talie McGarry,inout,8,4,2,0,2,3,3,0,2,0,2,3,3,3,0,0,1,0,2,3,2,3,0,0,1,1,1,0,3,3,3,2,0,0,1,0,3,4,3,3,0,0,1,0,0,0,1814,3061,1769,0,0,0,4,3,0,0.114,0.087,300,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,4,19,5,45,0.317046406,0,1,0,1,1,1,0,3,0,2,3,2,3,0,0,1,0,3061,0,3,0.114,0,0,2,0,5,1,1,0,2,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1104,1100,0,0,3,3,3,2,0,0,1,0,1769,0,0,0.086999997,0,0,2,0,45,0,1,0,3,3,3,2,0,0,1,1,2011,1102,Coatbridge and Chryston,1102,170,"Smith, Elaine",100,6,0,0,13,0,1769,2971.03,6633,1,3661.03,215,100,8,0,0,3661.030029,0,1,3,3,3,2,0,0,0
856,0,const,1,IV108UF,3,62,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",9,"University or CA first degree, e.g. BA, BSc",0,Scottish tiol,3,2,6,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,1,0,1,0,4,4,3,3,0,1,3,1,0,3,3,3,3,0,0,2,0,0,3,3,3,3,0,0,2,1,0,4,4,3,3,0,0,2,4,0,4,Kate Forbes,Kate Forbes,Scottish tiol,Maree Todd,Rhoda Grant,Scottish tiol,Labour,Ian Blackford,Scottish tiol,Alistair Carmichael,inin,13,4,4,2,2,3,3,0,1,0,4,4,3,3,0,1,3,0,3,3,3,3,0,0,3,2,2,0,3,3,3,3,0,0,2,0,4,4,3,3,0,0,2,0,0,0,5621,5669,1860,0,0,0,0,0,4,0.204,0.04,0,480,0,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12,8,0,10,9,85,0.24771949,0,0,0,1,1,1,0,3,0,3,3,3,3,0,0,2,0,5669,0,0,0.204,480,8,0,0,9,0,1,0,3,3,3,3,0,0,2,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,3108,3100,3,0,4,4,3,3,0,1,3,0,5621,0,0,0.247719496,0,11,1,0,10,0,1,0,4,4,3,3,0,1,3,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,10,11,1,0,0,0,1,3,4,4,3,3,0,1,0
856,1,reg1,0,IV108UF,3,62,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",9,"University or CA first degree, e.g. BA, BSc",0,Scottish tiol,3,2,6,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,1,0,1,0,4,4,3,3,0,1,3,1,0,3,3,3,3,0,0,2,0,0,3,3,3,3,0,0,2,1,0,4,4,3,3,0,0,2,4,0,4,Maree Todd,Kate Forbes,Scottish tiol,Maree Todd,Rhoda Grant,Scottish tiol,Labour,Ian Blackford,Scottish tiol,Alistair Carmichael,inin,13,4,4,2,2,3,3,0,1,0,4,4,3,3,0,1,3,0,3,3,3,3,0,0,3,2,2,0,3,3,3,3,0,0,2,0,4,4,3,3,0,0,2,0,0,0,5621,5669,1860,0,0,0,0,0,4,0.204,0.04,0,480,0,480,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12,8,0,10,9,85,0.24771949,0,0,0,1,1,1,0,0,0,3,3,3,3,0,0,2,0,1860,0,4,0.04,0,0,0,0,85,0,1,0,3,3,3,3,0,0,2,3,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,3108,3100,3,0,3,3,3,3,0,0,2,0,5669,0,0,0.203999996,480,8,0,0,9,0,1,0,3,3,3,3,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,9,8,0,0,0,480,1,2,3,3,3,3,0,0,0
856,2,reg2,0,IV108UF,3,62,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",9,"University or CA first degree, e.g. BA, BSc",0,Scottish tiol,3,2,6,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,1,0,1,0,4,4,3,3,0,1,3,1,0,3,3,3,3,0,0,2,0,0,3,3,3,3,0,0,2,1,0,4,4,3,3,0,0,2,4,0,4,Rhoda Grant,Kate Forbes,Scottish tiol,Maree Todd,Rhoda Grant,Scottish tiol,Labour,Ian Blackford,Scottish tiol,Alistair Carmichael,inin,13,4,4,2,2,3,3,0,1,0,4,4,3,3,0,1,3,0,3,3,3,3,0,0,3,2,2,0,3,3,3,3,0,0,2,0,4,4,3,3,0,0,2,0,0,0,5621,5669,1860,0,0,0,0,0,4,0.204,0.04,0,480,0,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12,8,0,10,9,85,0.24771949,0,0,0,1,1,1,0,3,0,3,3,3,3,0,0,2,0,5669,0,0,0.204,480,8,0,0,9,0,1,0,3,3,3,3,0,0,2,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,3108,3100,0,0,3,3,3,3,0,0,2,0,1860,0,4,0.039999999,0,0,0,0,85,0,1,0,3,3,3,3,0,0,2,1,2011,3100,Highlands and Islands,3100,457,"Grant, Rhoda",102,11,0,0,4,2,1860,6129.66,6633,1,6870.48,542,102,11,0,2,6870.47998,0,2,3,3,3,3,0,0,0
857,0,const,1,IV170QR,3,62,Looking after the family or home,"Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Green,2,2,6,1,Green,Green,SNP,1,1,1,Conservative,1,1,0,0,0,0,0,2,3,2,.,0,0,0,1,0,.,.,.,.,0,0,0,0,0,2,2,.,2,0,0,0,0,0,.,.,.,.,0,0,0,2,4,4,Gail Ross,Gail Ross,Scottish tiol,John Finnie,Edward Mountain,Green,Conservative,Paul Moghan,Scottish tiol,Corri Wilson,outin,8,2,2,0,2,0,0,0,1,0,2,3,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,5591,4947,4982,0,0,0,0,1,0,0.061,0.121,390.42,0,930.97,390.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,2,0.121495327,1,1,0,0,0,1,0,0,0,.,.,.,.,0,0,0,0,4947,0,1,0.061,0,0,0,0,51,1,0,0,2,2,2,2,0,0,0,0,0,.,.,.,.,0,0,0,0,0,1,0,0,0,0,0,0,3102,3100,0,0,2,3,2,.,0,0,0,0,5591,0,0,0.121495329,390.4200134,0,0,0,5,1,1,0,2,3,2,2,0,0,0,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,5,0,0,0,0,390.4200134,0,0,2,3,2,2,0,0,0
857,1,reg1,0,IV170QR,3,62,Looking after the family or home,"Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Green,2,2,6,1,Green,Green,SNP,1,1,1,Conservative,1,1,0,0,0,0,0,2,3,2,.,0,0,0,1,0,.,.,.,.,0,0,0,0,0,2,2,.,2,0,0,0,0,0,.,.,.,.,0,0,0,2,4,4,John Finnie,Gail Ross,Scottish tiol,John Finnie,Edward Mountain,Green,Conservative,Paul Moghan,Scottish tiol,Corri Wilson,outin,8,2,2,0,2,0,0,0,1,0,2,3,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,5591,4947,4982,0,0,0,0,1,0,0.061,0.121,390.42,0,930.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,2,0.121495327,1,1,0,0,0,1,0,0,0,2,2,.,2,0,0,0,0,4982,0,0,0.121,930.97,0,0,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,1,.,.,0,0,0,0,0,1,0,0,0,0,0,0,3102,3100,0,0,.,.,.,.,0,0,0,0,4947,0,1,0.061000001,0,0,0,0,51,1,0,0,2,2,2,2,0,0,0,1,2011,3100,Highlands and Islands,3100,411,"Finnie, John",94,4,0,0,0,1,4947,3103.96,6633,1,3229.96,462,94,4,0,1,3229.959961,1,0,2,2,2,2,0,0,0
857,2,reg2,0,IV170QR,3,62,Looking after the family or home,"Clerical (e.g. clerk, secretary)",5,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Green,2,2,6,1,Green,Green,SNP,1,1,1,Conservative,1,1,0,0,0,0,0,2,3,2,.,0,0,0,1,0,.,.,.,.,0,0,0,0,0,2,2,.,2,0,0,0,0,0,.,.,.,.,0,0,0,2,4,4,Edward Mountain,Gail Ross,Scottish tiol,John Finnie,Edward Mountain,Green,Conservative,Paul Moghan,Scottish tiol,Corri Wilson,outin,8,2,2,0,2,0,0,0,1,0,2,3,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,5591,4947,4982,0,0,0,0,1,0,0.061,0.121,390.42,0,930.97,930.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,2,0.121495327,1,1,0,0,0,1,0,0,0,.,.,.,.,0,0,0,0,4947,0,1,0.061,0,0,0,0,51,1,0,0,2,2,2,2,0,0,0,0,0,.,.,.,.,0,0,0,0,0,1,0,0,0,0,0,0,3102,3100,0,0,2,2,.,2,0,0,0,0,4982,0,0,0.120999999,930.9699707,0,0,0,2,0,0,0,2,2,2,2,0,0,0,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,2,0,0,0,0,930.9699707,0,0,2,2,2,2,0,0,0
858,0,const,1,IV361GA,3,62,"Working part-time, self-employed (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",3,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Conservative,3,4,6,1,Conservative,Conservative,SNP,1,1,1,Conservative,1,1,1,0,1,0,0,0,0,0,2,0,1,1,1,1,4,4,2,3,0,1,4,0,0,.,.,.,.,0,0,2,0,1,0,1,0,1,0,0,1,2,4,0,Richard Lochhead,Richard Lochhead,Scottish tiol,Douglas Ross,David Stewart,Conservative,Labour,Angus Robertson,Scottish tiol,Tasmi Ahmed-Sheikh,outin,9,2,2,0,2,0,0,0,3,0,0,0,0,2,0,1,1,1,4,4,2,3,0,1,1,4,2,0,2,2,2,2,0,0,2,1,0,1,0,1,0,0,1,0,0,0,2180,4981,3806,0,0,0,3,0,2,0.121,0.04,877.07,498,410.68,877.07,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,66,28,26,0.086023758,0,1,1,0,0,0,0,0,1,4,4,2,3,0,1,4,0,4981,0,0,0.121,498,0,1,0,28,1,0,1,4,4,2,3,0,1,4,0,-1,-4,-4,-2,-1,0,0,-3,-1,-4,-4,-2,-1,0,0,-3,0,3104,3100,0,0,0,0,0,2,0,1,1,0,2180,0,3,0.086023755,877.0700073,0,1,0,66,0,0,0,0,0,0,2,0,1,1,0,2011,3104,Moray,3104,0,"Lochhead, Richard",6,0,0,3,2,0,2180,3646.54,6633,1,4554.54,66,6,1,0,0,5431.609863,0,1,0,0,0,2,0,1,0
858,1,reg1,0,IV361GA,3,62,"Working part-time, self-employed (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",3,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Conservative,3,4,6,1,Conservative,Conservative,SNP,1,1,1,Conservative,1,1,1,0,1,0,0,0,0,0,2,0,1,1,1,1,4,4,2,3,0,1,4,0,0,.,.,.,.,0,0,2,0,1,0,1,0,1,0,0,1,2,4,0,Douglas Ross,Richard Lochhead,Scottish tiol,Douglas Ross,David Stewart,Conservative,Labour,Angus Robertson,Scottish tiol,Tasmi Ahmed-Sheikh,outin,9,2,2,0,2,0,0,0,3,0,0,0,0,2,0,1,1,1,4,4,2,3,0,1,1,4,2,0,2,2,2,2,0,0,2,1,0,1,0,1,0,0,1,0,0,0,2180,4981,3806,0,0,0,3,0,2,0.121,0.04,877.07,498,410.68,498,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,66,28,26,0.086023758,0,1,1,0,0,0,0,0,0,.,.,.,.,0,0,2,0,3806,0,2,0.04,410.68,0,1,0,26,1,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,1,-1,0,-2,-2,-2,0,0,1,-1,0,3104,3100,0,1,4,4,2,3,0,1,4,0,4981,0,0,0.120999999,498,0,1,0,28,1,0,1,4,4,2,3,0,1,4,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,28,0,1,0,0,498,1,4,4,4,2,3,0,1,1
858,2,reg2,0,IV361GA,3,62,"Working part-time, self-employed (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",3,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Conservative,3,4,6,1,Conservative,Conservative,SNP,1,1,1,Conservative,1,1,1,0,1,0,0,0,0,0,2,0,1,1,1,1,4,4,2,3,0,1,4,0,0,.,.,.,.,0,0,2,0,1,0,1,0,1,0,0,1,2,4,0,David Stewart,Richard Lochhead,Scottish tiol,Douglas Ross,David Stewart,Conservative,Labour,Angus Robertson,Scottish tiol,Tasmi Ahmed-Sheikh,outin,9,2,2,0,2,0,0,0,3,0,0,0,0,2,0,1,1,1,4,4,2,3,0,1,1,4,2,0,2,2,2,2,0,0,2,1,0,1,0,1,0,0,1,0,0,0,2180,4981,3806,0,0,0,3,0,2,0.121,0.04,877.07,498,410.68,410.68,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,66,28,26,0.086023758,0,1,1,0,0,0,0,0,1,4,4,2,3,0,1,4,0,4981,0,0,0.121,498,0,1,0,28,1,0,1,4,4,2,3,0,1,4,0,-1,-4,-4,-2,-1,0,0,-3,-1,-4,-4,-2,-1,0,0,-3,0,3104,3100,0,0,.,.,.,.,0,0,2,0,3806,0,2,0.039999999,410.6799927,0,1,0,26,1,0,0,2,2,2,2,0,0,2,1,2011,3100,Highlands and Islands,3100,396,"Stewart, David",68,16,4,2,6,1,3806,6036.55,6633,1,6563.71,422,68,17,4,1,6974.390137,0,2,2,2,2,2,0,0,0
