respid,stack,reptype,dummytype,zip,lengthres,age,employment,profession,income,education,gender,partyid,partystrength,polint,news,turnout,votereg,voteconst,parseats,parcorrect,turnoutbrexit,brexit,westseats,westcorrect,idconst,idregiol1,idregiol2,idwest,constparty,constmeet,constrank,consthelp,constpork,constlegislate,constsurgery,constnews,constpint,reg1party,reg1meet,reg1rank,reg1help,reg1pork,reg1legislate,reg1surgery,reg1news,reg1pint,reg2party,reg2meet,reg2rank,reg2help,reg2pork,reg2legislate,reg2surgery,reg2news,reg2pint,westparty,westmeet,westrank,westhelp,westpork,westlegislate,westsurgery,westnews,westpint,scotid,britdecide,eubenefit,repstack,constrep,constrep_ptystr,arearep1,arearep2,areaparty1,areaparty2,westrep,westpartystr,nonwest1,condition,educat,scotid2,educat2,educat3,corrpolknow,shpty_const_str,shpty_reg1_str,shpty_reg2_str,id_members,constmeet_DK,constrank_DK,consthelp_DK,constpork_DK,constlegislate_DK,constsurgery_DK,constnews_DK,constpint_DK,reg1meet_DK,reg1rank_DK,reg1help_DK,reg1pork_DK,reg1legislate_DK,reg1surgery_DK,reg1news_DK,constpint_DK,reg1pint_DK,reg2pint_DK,reg2meet_DK,reg2rank_DK,reg2help_DK,reg2pork_DK,reg2legislate_DK,reg2surgery_DK,reg2news_DK,reg2pint_DK,westmeet_DK,westrank_DK,westhelp_DK,westpork_DK,westlegislate_DK,westsurgery_DK,westnews_DK,westpint_DK,reg1_PM,reg2_PM,const_PM,MSPID_const,MSPID_reg1,MSPID_reg2,gov_const,gov_reg1,gov_reg2,term_const,term_reg1,term_reg2,marg_reg1,marg_reg2,surgery_const,surgery_reg1,surgery_reg2,surgexstack,stan_mo_const,stan_mo_reg1,stan_mo_reg2,bus_mo_const,bus_mo_reg1,bus_mo_reg2,com_mo_const,com_mo_reg1,com_mo_reg2,deb_mo_const,deb_mo_reg1,deb_mo_reg2,am_mo_const,am_mo_reg1,am_mo_reg2,mo_to_const,mo_to_reg1,mo_to_reg2,ques_to_const,ques_to_reg1,ques_to_reg2,mar_const,prev_elec_const,prev_elec_reg1,prev_elec_reg2,reg1_gender,reg2_gender,const_gender,west_gender,shpty_reg_st,meet_reg_st,rank_reg_st,help_reg_st,pork_reg_st,leg_reg_st,surg_reg_st,news_reg_st,pint_reg_st,PM_reg_st,MSPID_reg_st,gov_reg_st,term_reg_st,marg_reg_st,surgex_reg_st,stan_mo_reg_st,bus_mo_reg_st,com_mo_reg_st,ques_to_reg_st,prev_elec_reg_st,gender_reg_st,meet_reg_DK_st,rank_reg_DK_st,help_reg_DK_st,pork_reg_DK_st,leg_reg_DK_st,surg_reg_DK_st,news_reg_DK_st,pint_reg_DK_st,shpty_DIFF,meet_DIFF,rank_DIFF,help_DIFF,pork_DIFF,leg_DIFF,surg_DIFF,new_DIFF,pint_DIFF,meet_DIFFDK,rank_DIFFDK,help_DIFFDK,pork_DIFFDK,leg_DIFFDK,surg_DIFFDK,new_DIFFDK,pint_DIFFSK,college,const_code,region_code,shpty_stfc,meet_stfc,rank_stfc,help_stfc,pork_stfc,leg_stfc,surg_stfc,news_stfc,pint_stfc,PM_stfc,MSPID_stfc,gov_stfc,term_stfc,marg_stfc,surgex_stfc,stan__mo_stfc,bus_mo_stfc,com_mo_stfc,ques_to_stfc,prev_elec_stfc,gender_stfc,meet_DK_stfc,rank_DK_stfc,help_DK_stfc,pork_DK_stfc,leg_DK_stfc,surg_DK_stfc,news_DK_stfc,pint_DK_stfc,region,year_FM,constituencycode_FM,constituency,constituency_code,questions_FM,member_FM,standard_FM,mem_business_FM,com_motion_FM,bill_motion_FM,totalrebel_FM,bill_FM,mpsid2,total_sur_ex_FM,max_surgerg_FM,parl_4_dum,surg_ex2_FM,questions_ALL,standard_ALL,mem_business_ALL,com_motion_ALL,bill_ALL,surg_ALL,partystack,pintstack,rankstack,helpstack,porkstack,legstack,surgstack,newstack,meetstack
363,1,reg1,0,EH66LX,3,40,"Working full-time, employee (30+ hours)","Small business owner (e.g. shop owner, small builder, restaurant owner)",7,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,2,2,6,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,1,0,1,0,2,.,2,.,0,0,.,0,0,.,.,.,.,0,0,.,0,0,.,.,.,.,.,0,.,1,.,.,.,.,.,.,.,.,4,0,2,Gordon Lindhurt,Ben Macpherson,Scottish tiol,Gordon Lindhurt,Jeremy Balfour,Conservative,Conservative,Deidre Brock,Scottish tiol,Mhairi Black,inout,9,4,2,0,2,2,2,0,1,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,5608,2015,5877,0,0,0,0,0,0,0.021,0.021,0,120,0,120,22,0,11,0,0,1,0,0,0,0,0,0,0,0,0,22,0,12,7,14,5,0.182065657,0,0,1,0,0,0,0,0,0,.,.,.,.,.,0,.,0,5877,0,0,0.021,0,11,1,0,5,1,0,0,2,2,2,2,0,0,2,2,0,.,.,.,.,.,0,.,0,0,0,0,0,0,0,0,0,4104,4100,2,0,.,.,.,.,0,0,.,0,2015,0,0,0.021,120,0,0,0,14,0,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,14,0,0,0,0,120,0,2,2,2,2,2,0,0,0
363,2,reg2,0,EH66LX,3,40,"Working full-time, employee (30+ hours)","Small business owner (e.g. shop owner, small builder, restaurant owner)",7,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,2,2,6,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,1,0,1,0,2,.,2,.,0,0,.,0,0,.,.,.,.,0,0,.,0,0,.,.,.,.,.,0,.,1,.,.,.,.,.,.,.,.,4,0,2,Jeremy Balfour,Ben Macpherson,Scottish tiol,Gordon Lindhurt,Jeremy Balfour,Conservative,Conservative,Deidre Brock,Scottish tiol,Mhairi Black,inout,9,4,2,0,2,2,2,0,1,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,5608,2015,5877,0,0,0,0,0,0,0.021,0.021,0,120,0,0,22,0,11,0,0,1,0,0,0,0,0,0,0,0,0,22,0,12,7,14,5,0.182065657,0,0,1,0,0,0,0,2,0,.,.,.,.,0,0,.,0,2015,0,0,0.021,120,0,0,0,14,0,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,.,0,0,0,0,0,0,0,0,0,4104,4100,0,0,.,.,.,.,.,0,.,0,5877,0,0,0.021,0,11,1,0,5,1,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,5,11,1,0,0,0,0,2,2,2,2,2,0,0,0
364,0,const,1,FK79BP,2,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,1,Scottish tiol,1,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,1,0,1,0,4,3,.,.,0,0,2,0,0,.,.,.,.,0,0,.,0,0,3,3,.,.,0,0,2,1,0,1,2,.,1,0,0,1,0,1,3,Bruce Crawford,Bruce Crawford,Scottish tiol,Dean Lockhart,Elizabeth Smith,Conservative,Conservative,Steven Paterson,Scottish tiol,Philippa Whitford,inout,14,0,4,2,2,1,1,0,2,0,4,3,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,3,3,2,2,0,0,2,0,1,2,2,1,0,0,1,0,0,0,1932,5809,4014,0,0,0,4,0,2,0.191,0.191,0,236.16,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,1,7,2,4,6,39,0.196495949,1,0,0,0,1,0,0,1,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.16,7,0,0,6,0,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,.,0,2,1,0,0,0,0,0,1,5109,5100,1,0,4,3,.,.,0,0,2,0,1932,0,4,0.19649595,0,0,0,1,4,1,0,0,4,3,2,2,0,0,2,0,2011,5109,Stirling,5109,90,"Crawford, Bruce",59,1,0,0,1,0,1932,6384.58,6633,1,6683.38,94,59,1,1,0,6683.379883,1,2,4,3,2,2,0,0,0
364,1,reg1,0,FK79BP,2,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,1,Scottish tiol,1,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,1,0,1,0,4,3,.,.,0,0,2,0,0,.,.,.,.,0,0,.,0,0,3,3,.,.,0,0,2,1,0,1,2,.,1,0,0,1,0,1,3,Dean Lockhart,Bruce Crawford,Scottish tiol,Dean Lockhart,Elizabeth Smith,Conservative,Conservative,Steven Paterson,Scottish tiol,Philippa Whitford,inout,14,0,4,2,2,1,1,0,2,0,4,3,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,3,3,2,2,0,0,2,0,1,2,2,1,0,0,1,0,0,0,1932,5809,4014,0,0,0,4,0,2,0.191,0.191,0,236.16,0,236.16,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,1,7,2,4,6,39,0.196495949,1,0,0,0,1,0,0,0,0,3,3,.,.,0,0,2,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,3,3,2,2,0,0,2,1,0,1,0,.,.,0,0,0,0,1,0,0,0,0,0,0,1,5109,5100,1,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.1600037,7,0,0,6,0,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,6,7,0,0,0,236.1600037,0,2,2,2,2,2,0,0,0
364,2,reg2,0,FK79BP,2,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,1,Scottish tiol,1,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,1,0,1,0,4,3,.,.,0,0,2,0,0,.,.,.,.,0,0,.,0,0,3,3,.,.,0,0,2,1,0,1,2,.,1,0,0,1,0,1,3,Elizabeth Smith,Bruce Crawford,Scottish tiol,Dean Lockhart,Elizabeth Smith,Conservative,Conservative,Steven Paterson,Scottish tiol,Philippa Whitford,inout,14,0,4,2,2,1,1,0,2,0,4,3,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,3,3,2,2,0,0,2,0,1,2,2,1,0,0,1,0,0,0,1932,5809,4014,0,0,0,4,0,2,0.191,0.191,0,236.16,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,1,7,2,4,6,39,0.196495949,1,0,0,0,1,0,0,1,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.16,7,0,0,6,0,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,.,0,2,1,0,0,0,0,0,1,5109,5100,0,0,3,3,.,.,0,0,2,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,3,3,2,2,0,0,2,1,2011,5100,Mid Scotland and Fife,5100,269,"Smith, Liz",9,5,0,0,7,0,4014,276,6633,1,537.55,308,9,5,0,0,537.5499878,0,2,3,3,2,2,0,0,0
365,0,const,1,G200HR,3,40,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",2,No educatiol qualification,0,Green,3,4,5,1,UKIP,Liberal Democrat,Liberal Democrat,0,1,1,Liberal Democrat,0,0,0,1,0,0,.,1,3,3,3,0,0,3,1,.,3,3,3,3,.,.,3,0,.,3,3,3,3,.,.,3,0,.,4,5,4,4,.,.,3,-9,2,0,Bob Doris,Bob Doris,Scottish tiol,Patrick Harvie,As Sarwar,Green,Labour,Patrick Grady,Scottish tiol,Roger Mullin,outin,0,.,0,0,0,0,0,0,1,0,1,3,3,3,0,0,3,0,3,3,3,3,0,0,3,3,3,0,3,3,3,3,0,0,3,0,4,5,4,4,0,0,3,0,0,0,3771,2892,5586,0,0,0,2,3,0,0.07,0.119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,5,9,50,0.237252245,0,0,1,0,0,0,0,0,.,3,3,3,3,.,.,3,0,2892,0,3,0.07,0,0,0,0,9,0,0,0,3,3,3,3,0,0,3,0,.,-2,0,0,0,.,.,0,0,-2,0,0,0,0,0,0,0,2104,2100,0,.,1,3,3,3,0,0,3,0,3771,0,2,0.23725225,0,0,1,0,5,0,0,0,1,3,3,3,0,0,3,0,2011,2100,Glasgow,2100,92,"Doris, Bob",198,7,0,0,0,0,3771,6400.6,6633,1,7795.6,97,198,8,0,0,7795.600098,0,3,1,3,3,3,0,0,0
365,1,reg1,0,G200HR,3,40,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",2,No educatiol qualification,0,Green,3,4,5,1,UKIP,Liberal Democrat,Liberal Democrat,0,1,1,Liberal Democrat,0,0,0,1,0,0,.,1,3,3,3,0,0,3,1,.,3,3,3,3,.,.,3,0,.,3,3,3,3,.,.,3,0,.,4,5,4,4,.,.,3,-9,2,0,Patrick Harvie,Bob Doris,Scottish tiol,Patrick Harvie,As Sarwar,Green,Labour,Patrick Grady,Scottish tiol,Roger Mullin,outin,0,.,0,0,0,0,0,0,1,0,1,3,3,3,0,0,3,0,3,3,3,3,0,0,3,3,3,0,3,3,3,3,0,0,3,0,4,5,4,4,0,0,3,0,0,0,3771,2892,5586,0,0,0,2,3,0,0.07,0.119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,5,9,50,0.237252245,0,0,1,0,0,0,0,0,.,3,3,3,3,.,.,3,0,5586,0,0,0.119,0,0,0,0,50,1,0,0,3,3,3,3,0,0,3,0,.,-2,0,0,0,.,.,0,0,-2,0,0,0,0,0,0,0,2104,2100,0,.,3,3,3,3,.,.,3,0,2892,0,3,0.07,0,0,0,0,9,0,0,0,3,3,3,3,0,0,3,1,2011,2100,Glasgow,2100,302,"Harvie, Patrick",53,2,0,0,0,0,2892,0,0,1,0,311,53,2,0,0,0,1,3,3,3,3,3,0,0,0
365,2,reg2,0,G200HR,3,40,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",2,No educatiol qualification,0,Green,3,4,5,1,UKIP,Liberal Democrat,Liberal Democrat,0,1,1,Liberal Democrat,0,0,0,1,0,0,.,1,3,3,3,0,0,3,1,.,3,3,3,3,.,.,3,0,.,3,3,3,3,.,.,3,0,.,4,5,4,4,.,.,3,-9,2,0,As Sarwar,Bob Doris,Scottish tiol,Patrick Harvie,As Sarwar,Green,Labour,Patrick Grady,Scottish tiol,Roger Mullin,outin,0,.,0,0,0,0,0,0,1,0,1,3,3,3,0,0,3,0,3,3,3,3,0,0,3,3,3,0,3,3,3,3,0,0,3,0,4,5,4,4,0,0,3,0,0,0,3771,2892,5586,0,0,0,2,3,0,0.07,0.119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,5,9,50,0.237252245,0,0,1,0,0,0,0,0,.,3,3,3,3,.,.,3,0,2892,0,3,0.07,0,0,0,0,9,0,0,0,3,3,3,3,0,0,3,0,.,-2,0,0,0,.,.,0,0,-2,0,0,0,0,0,0,0,2104,2100,0,.,3,3,3,3,.,.,3,0,5586,0,0,0.119000003,0,0,0,0,50,1,0,0,3,3,3,3,0,0,3,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,50,0,0,0,0,0,0,3,3,3,3,3,0,0,0
366,0,const,1,G50LH,3,40,"Working part-time, employee (8-29 hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",2,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,0,1,0,.,.,SNP,1,1,0,SNP,0,1,0,0,0,1,0,.,.,.,2,0,0,2,0,0,.,.,.,.,.,0,.,0,0,.,.,2,2,0,0,2,1,.,2,1,2,.,0,.,2,4,1,2,Nicola Sturgeon,Nicola Sturgeon,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Alison Thewliss,Scottish tiol,Joan Cherry,inout,8,4,2,0,1,3,3,0,1,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,1,2,2,0,0,2,0,1,0,1848,5788,2059,1,0,0,4,0,2,0.0509,0.119,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,1,0,5,11,0,0,3,9,0.385214633,0,0,0,1,0,1,0,3,0,.,.,.,.,.,0,.,0,5788,0,0,0.0509,0,10,0,0,3,0,1,0,2,2,2,2,0,0,2,0,0,.,.,.,.,.,0,.,0,0,0,0,0,0,0,0,0,2108,2100,3,0,.,.,.,2,0,0,2,0,1848,1,4,0.385214627,0,0,0,0,0,0,1,0,2,2,2,2,0,0,2,0,2011,2108,Glasgow Southside,2108,0,"Sturgeon, Nicola",7,0,0,14,1,0,1848,4408.4,6633,1,4701.9,0,7,0,0,0,4701.899902,1,2,2,2,2,2,0,0,0
366,1,reg1,0,G50LH,3,40,"Working part-time, employee (8-29 hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",2,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,0,1,0,.,.,SNP,1,1,0,SNP,0,1,0,0,0,1,0,.,.,.,2,0,0,2,0,0,.,.,.,.,.,0,.,0,0,.,.,2,2,0,0,2,1,.,2,1,2,.,0,.,2,4,1,2,Annie Wells,Nicola Sturgeon,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Alison Thewliss,Scottish tiol,Joan Cherry,inout,8,4,2,0,1,3,3,0,1,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,1,2,2,0,0,2,0,1,0,1848,5788,2059,1,0,0,4,0,2,0.0509,0.119,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,1,0,5,11,0,0,3,9,0.385214633,0,0,0,1,0,1,0,0,0,.,.,2,2,0,0,2,1,2059,0,2,0.119,0,0,0,0,9,0,0,0,2,2,2,2,0,0,2,3,0,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,2100,3,0,.,.,.,.,.,0,.,0,5788,0,0,0.050900001,0,10,0,0,3,0,1,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,3,10,0,0,0,0,0,2,2,2,2,2,0,0,0
366,2,reg2,0,G50LH,3,40,"Working part-time, employee (8-29 hours)","Semi-skilled or unskilled manual work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, bar-worker, call-centre worker)",2,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",1,Scottish tiol,3,0,1,0,.,.,SNP,1,1,0,SNP,0,1,0,0,0,1,0,.,.,.,2,0,0,2,0,0,.,.,.,.,.,0,.,0,0,.,.,2,2,0,0,2,1,.,2,1,2,.,0,.,2,4,1,2,James Kelly,Nicola Sturgeon,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Alison Thewliss,Scottish tiol,Joan Cherry,inout,8,4,2,0,1,3,3,0,1,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,1,2,2,0,0,2,0,1,0,1848,5788,2059,1,0,0,4,0,2,0.0509,0.119,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,1,0,5,11,0,0,3,9,0.385214633,0,0,0,1,0,1,0,3,0,.,.,.,.,.,0,.,0,5788,0,0,0.0509,0,10,0,0,3,0,1,0,2,2,2,2,0,0,2,0,0,.,.,.,.,.,0,.,0,0,0,0,0,0,0,0,0,2108,2100,0,0,.,.,2,2,0,0,2,1,2059,0,2,0.119000003,0,0,0,0,9,0,0,0,2,2,2,2,0,0,2,1,2011,2109,Rutherglen,2109,272,"Kelly, James",96,6,0,0,3,0,2059,5502.15,6633,1,6503.18,281,96,6,0,1,6503.180176,0,2,2,2,2,2,0,0,0
367,0,const,1,G733AT,3,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",8,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,2,4,4,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,1,0,1,0,4,4,4,4,0,1,4,0,0,4,4,4,4,0,1,4,0,0,.,.,.,.,0,.,.,1,0,4,5,4,4,0,1,.,3,1,2,Clare Haughey,Clare Haughey,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Margaret Ferrier,Scottish tiol,Stephen Gethins,inout,9,3,2,0,2,2,2,0,2,0,4,4,4,4,0,1,4,0,4,4,4,4,0,1,4,4,2,0,2,2,2,2,0,0,2,0,4,5,4,4,0,1,2,0,1,0,5618,5788,2059,0,0,0,0,0,2,0.0509,0.119,0,0,0,0,9,10,0,2,0,0,0,0,0,0,0,0,1,1,0,12,11,0,7,3,9,0.113589463,0,0,0,1,0,1,0,2,0,4,4,4,4,0,1,4,0,5788,0,0,0.0509,0,10,0,0,3,0,1,0,4,4,4,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,2100,2,0,4,4,4,4,0,1,4,0,5618,0,0,0.113589466,0,9,2,0,7,0,1,0,4,4,4,4,0,1,4,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,7,9,2,0,0,0,1,4,4,4,4,4,0,1,0
367,1,reg1,0,G733AT,3,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",8,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,2,4,4,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,1,0,1,0,4,4,4,4,0,1,4,0,0,4,4,4,4,0,1,4,0,0,.,.,.,.,0,.,.,1,0,4,5,4,4,0,1,.,3,1,2,Annie Wells,Clare Haughey,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Margaret Ferrier,Scottish tiol,Stephen Gethins,inout,9,3,2,0,2,2,2,0,2,0,4,4,4,4,0,1,4,0,4,4,4,4,0,1,4,4,2,0,2,2,2,2,0,0,2,0,4,5,4,4,0,1,2,0,1,0,5618,5788,2059,0,0,0,0,0,2,0.0509,0.119,0,0,0,0,9,10,0,2,0,0,0,0,0,0,0,0,1,1,0,12,11,0,7,3,9,0.113589463,0,0,0,1,0,1,0,0,0,.,.,.,.,0,.,.,1,2059,0,2,0.119,0,0,0,0,9,0,0,0,2,2,2,2,0,0,2,2,0,.,.,.,.,0,.,.,0,2,2,2,2,0,1,2,0,2109,2100,2,0,4,4,4,4,0,1,4,0,5788,0,0,0.050900001,0,10,0,0,3,0,1,0,4,4,4,4,0,1,4,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,3,10,0,0,0,0,0,4,4,4,4,4,0,1,0
367,2,reg2,0,G733AT,3,40,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",8,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,2,4,4,1,SNP,SNP,SNP,1,1,1,Conservative,1,1,0,1,0,1,0,4,4,4,4,0,1,4,0,0,4,4,4,4,0,1,4,0,0,.,.,.,.,0,.,.,1,0,4,5,4,4,0,1,.,3,1,2,James Kelly,Clare Haughey,Scottish tiol,Annie Wells,James Kelly,Conservative,Labour,Margaret Ferrier,Scottish tiol,Stephen Gethins,inout,9,3,2,0,2,2,2,0,2,0,4,4,4,4,0,1,4,0,4,4,4,4,0,1,4,4,2,0,2,2,2,2,0,0,2,0,4,5,4,4,0,1,2,0,1,0,5618,5788,2059,0,0,0,0,0,2,0.0509,0.119,0,0,0,0,9,10,0,2,0,0,0,0,0,0,0,0,1,1,0,12,11,0,7,3,9,0.113589463,0,0,0,1,0,1,0,2,0,4,4,4,4,0,1,4,0,5788,0,0,0.0509,0,10,0,0,3,0,1,0,4,4,4,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,2100,0,0,.,.,.,.,0,.,.,1,2059,0,2,0.119000003,0,0,0,0,9,0,0,0,2,2,2,2,0,0,2,1,2011,2109,Rutherglen,2109,272,"Kelly, James",96,6,0,0,3,0,2059,5502.15,6633,1,6503.18,281,96,6,0,1,6503.180176,0,2,2,2,2,2,0,0,0
368,0,const,1,KA13PH,2,40,"Working part-time, employee (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",.,"GCSE grades D-G, CSE grades 2-5, GCE O level grade D-E, Short Course GCSE, Vocatiol GCSE",1,Scottish tiol,3,2,3,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,1,0,1,1,1,4,4,4,.,0,0,3,1,0,.,.,.,.,0,0,.,0,0,.,.,.,.,.,.,2,1,1,2,5,4,4,0,.,4,4,2,.,Willie Coffey,Willie Coffey,Scottish tiol,Joan McAlpine,Colin Smyth,Scottish tiol,Labour,Alan Brown,Scottish tiol,Angus MacNeil,inin,6,4,1,0,2,3,3,0,3,1,4,4,4,2,0,0,3,0,2,2,2,2,0,0,3,2,2,0,2,2,2,2,0,0,2,1,2,5,4,4,0,0,4,0,0,0,3907,4951,5638,0,0,0,2,1,0,0.21,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,0.325548931,1,0,1,1,0,0,0,3,0,.,.,.,.,0,0,.,0,4951,0,1,0.21,0,0,0,0,9,0,1,0,2,2,2,2,0,0,2,0,1,.,.,.,.,0,0,.,1,2,2,2,0,0,0,1,0,7108,7100,3,1,4,4,4,.,0,0,3,0,3907,0,2,0.325548917,0,0,0,0,2,1,0,1,4,4,4,2,0,0,3,0,2011,7108,Kilmarnock and Irvine Valley,7108,102,"Coffey, Willie",47,2,0,0,0,0,3907,4989,6633,1,6129,104,47,2,0,0,6129,1,3,4,4,4,2,0,0,1
